Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-07-14 13:18:46.620153,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,9 811,3 135,3 125,"0,00"
2026-07-14 13:18:46.620194,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,5 889,6 480,6 480,"0,00"
2026-07-14 13:18:46.620217,BICC,BICI COTE D'IVOIRE,977,28 640,28 645,"-0,02"
2026-07-14 13:18:46.620238,BNBC,BERNABE COTE D'IVOIRE,854,1 770,1 800,"1,69"
2026-07-14 13:18:46.620258,BOAB,BANK OF AFRICA BENIN,3 355,8 850,8 850,"0,57"
2026-07-14 13:18:46.620276,BOABF,BANK OF AFRICA BURKINA FASO,1 791,6 105,6 235,"2,21"
2026-07-14 13:18:46.620292,BOAC,BANK OF AFRICA COTE D'IVOIRE,15 734,9 735,9 800,"1,87"
2026-07-14 13:18:46.620310,BOAM,BANK OF AFRICA MALI,2 090,5 600,5 670,"1,34"
2026-07-14 13:18:46.620326,BOAN,BANK OF AFRICA NIGER,10 931,4 750,4 800,"1,91"
2026-07-14 13:18:46.620343,BOAS,BANK OF AFRICA SENEGAL,14 747,7 310,7 310,"0,14"
2026-07-14 13:18:46.620359,CABC,SICABLE COTE D'IVOIRE,1 053,3 910,3 945,"0,90"
2026-07-14 13:18:46.620378,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,2 657,30 100,30 550,"1,82"
2026-07-14 13:18:46.620395,CFAC,CFAO MOTORS COTE D'IVOIRE,9 456,1 600,1 605,"3,55"
2026-07-14 13:18:46.620413,CIEC,CIE COTE D'IVOIRE,4 795,5 350,5 110,"-4,04"
2026-07-14 13:18:46.620429,ECOC,ECOBANK COTE D'IVOIRE,892,16 700,16 300,"-2,40"
2026-07-14 13:18:46.620445,ETIT,Ecobank Transnational Incorporated TOGO,1 967 600,73,73,"7,35"
2026-07-14 13:18:46.620460,FTSC,FILTISAC COTE D'IVOIRE,3 243,1 995,1 990,"0,00"
2026-07-14 13:18:46.620477,LNBB,LOTERIE NATIONALE DU BENIN,310,4 200,4 200,"-3,34"
2026-07-14 13:18:46.620495,NEIC,NEI-CEDA COTE D'IVOIRE,1 737,2 310,2 310,"7,44"
2026-07-14 13:18:46.620510,NSBC,NSIA BANQUE COTE D'IVOIRE,1 480,22 010,21 260,"-3,14"
2026-07-14 13:18:46.620526,NTLC,NESTLE COTE D'IVOIRE,1 431,15 650,16 000,"0,00"
2026-07-14 13:18:46.620541,ONTBF,ONATEL BURKINA FASO,4 179,2 660,2 700,"0,00"
2026-07-14 13:18:46.620557,ORAC,ORANGE COTE D'IVOIRE,51 592,16 000,16 165,"1,03"
2026-07-14 13:18:46.620587,ORGT,ORAGROUP TOGO,2 723,2 665,2 685,"-0,19"
2026-07-14 13:18:46.620603,PALC,PALM COTE D'IVOIRE,2 504,8 550,8 725,"-0,51"
2026-07-14 13:18:46.620619,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,465,4 150,4 250,"-3,41"
2026-07-14 13:18:46.620634,SAFC,SAFCA COTE D'IVOIRE,2 112,4 420,4 405,"-1,67"
2026-07-14 13:18:46.620651,SCRC,SUCRIVOIRE COTE D'IVOIRE,2 333,3 490,3 460,"0,00"
2026-07-14 13:18:46.620666,SDCC,SODE COTE D'IVOIRE,4 198,11 400,11 100,"-2,12"
2026-07-14 13:18:46.620681,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,14 989,2 250,2 350,"7,31"
2026-07-14 13:18:46.620697,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,2 836,1 470,1 495,"1,70"
2026-07-14 13:18:46.620712,SGBC,SOCIETE GENERALE COTE D'IVOIRE,1 238,38 890,38 200,"-1,77"
2026-07-14 13:18:46.620727,SHEC,VIVO ENERGY COTE D'IVOIRE,6 566,2 155,2 160,"-1,82"
2026-07-14 13:18:46.620743,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,19 633,8 990,8 900,"-1,00"
2026-07-14 13:18:46.620758,SICC,SICOR COTE D'IVOIRE,124,5 100,5 100,"0,00"
2026-07-14 13:18:46.620774,SIVC,ERIUM COTE D’IVOIRE,12 902,2 375,2 375,"7,47"
2026-07-14 13:18:46.620791,SLBC,SOLIBRA COTE D'IVOIRE,141,41 500,41 000,"4,86"
2026-07-14 13:18:46.620807,SMBC,SMB COTE D'IVOIRE,1 237,16 600,17 000,"2,38"
2026-07-14 13:18:46.620822,SNTS,SONATEL SENEGAL,43 639,30 905,31 500,"1,94"
2026-07-14 13:18:46.620838,SOGC,SOGB COTE D'IVOIRE,1 460,8 200,8 025,"-2,07"
2026-07-14 13:18:46.620853,SPHC,SAPH COTE D'IVOIRE,1 191,7 580,7 600,"0,26"
2026-07-14 13:18:46.620868,STAC,SETAO COTE D'IVOIRE,2 320,3 055,3 150,"-0,79"
2026-07-14 13:18:46.620883,STBC,SITAB COTE D'IVOIRE,2 577,24 200,24 190,"-0,04"
2026-07-14 13:18:46.620898,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,2 520,2 990,2 945,"-1,51"
2026-07-14 13:18:46.620913,TTLS,TOTALENERGIES MARKETING SENEGAL,1 030,4 300,4 305,"0,23"
2026-07-14 13:18:46.620928,UNLC,UNILEVER COTE D'IVOIRE,55,53 735,53 735,"0,00"
2026-07-14 13:18:46.620944,UNXC,UNIWAX COTE D'IVOIRE,4 586,1 545,1 545,"7,29"
