Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-09-04 13:55:10.620564,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,4 778,3 990,3 850,"-2,53"
2026-09-04 13:55:10.620606,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,4 490,10 440,10 865,"7,47"
2026-09-04 13:55:10.620630,BICC,BICI COTE D'IVOIRE,2 468,35 000,33 000,"0,98"
2026-09-04 13:55:10.620653,BNBC,BERNABE COTE D'IVOIRE,3 486,2 200,2 080,"-5,45"
2026-09-04 13:55:10.620671,BOAB,BANK OF AFRICA BENIN,2 431,10 325,10 300,"-0,48"
2026-09-04 13:55:10.620690,BOABF,BANK OF AFRICA BURKINA FASO,2 770,8 950,8 880,"-0,78"
2026-09-04 13:55:10.620707,BOAC,BANK OF AFRICA COTE D'IVOIRE,9 246,12 500,12 500,"0,00"
2026-09-04 13:55:10.620723,BOAM,BANK OF AFRICA MALI,4 814,6 490,6 400,"-1,39"
2026-09-04 13:55:10.620740,BOAN,BANK OF AFRICA NIGER,5 132,5 440,5 450,"0,28"
2026-09-04 13:55:10.620758,BOAS,BANK OF AFRICA SENEGAL,15 388,8 300,8 240,"-0,72"
2026-09-04 13:55:10.620774,CABC,SICABLE COTE D'IVOIRE,3 511,3 550,3 495,"-1,55"
2026-09-04 13:55:10.620792,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,530,33 900,33 500,"1,21"
2026-09-04 13:55:10.620810,CFAC,CFAO MOTORS COTE D'IVOIRE,3 531,1 755,1 745,"-0,57"
2026-09-04 13:55:10.620827,CIEC,CIE COTE D'IVOIRE,3 753,6 700,6 800,"1,49"
2026-09-04 13:55:10.620846,ECOC,ECOBANK COTE D'IVOIRE,683,17 500,17 790,"1,66"
2026-09-04 13:55:10.620862,ETIT,Ecobank Transnational Incorporated TOGO,647 359,69,71,"2,90"
2026-09-04 13:55:10.620878,FTSC,FILTISAC COTE D'IVOIRE,2 004,2 155,2 150,"-0,23"
2026-09-04 13:55:10.620894,LNBB,LOTERIE NATIONALE DU BENIN,2 609,4 000,4 000,"-1,23"
2026-09-04 13:55:10.620914,NEIC,NEI-CEDA COTE D'IVOIRE,2 085,3 000,3 000,"0,00"
2026-09-04 13:55:10.620931,NSBC,NSIA BANQUE COTE D'IVOIRE,9 378,23 000,23 105,"0,46"
2026-09-04 13:55:10.620948,NTLC,NESTLE COTE D'IVOIRE,4 967,16 900,16 900,"0,00"
2026-09-04 13:55:10.620964,ONTBF,ONATEL BURKINA FASO,3 518,2 920,2 950,"1,03"
2026-09-04 13:55:10.620981,ORAC,ORANGE COTE D'IVOIRE,4 865,21 050,21 400,"1,16"
2026-09-04 13:55:10.620999,ORGT,ORAGROUP TOGO,2 500,3 195,3 295,"2,97"
2026-09-04 13:55:10.621016,PALC,PALM COTE D'IVOIRE,8 458,9 200,9 000,"-2,17"
2026-09-04 13:55:10.621033,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,1 841,4 445,4 350,"-1,14"
2026-09-04 13:55:10.621050,SAFC,SAFCA COTE D'IVOIRE,41 390,5 500,6 070,"4,66"
2026-09-04 13:55:10.621067,SCRC,SUCRIVOIRE COTE D'IVOIRE,5 244,3 570,3 555,"-0,42"
2026-09-04 13:55:10.621085,SDCC,SODE COTE D'IVOIRE,4 119,13 550,13 500,"0,00"
2026-09-04 13:55:10.621102,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,21 831,3 095,3 200,"3,23"
2026-09-04 13:55:10.621117,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,6 199,1 500,1 550,"3,33"
2026-09-04 13:55:10.621133,SGBC,SOCIETE GENERALE COTE D'IVOIRE,4 895,38 500,38 400,"-0,26"
2026-09-04 13:55:10.621149,SHEC,VIVO ENERGY COTE D'IVOIRE,3 150,2 400,2 435,"1,46"
2026-09-04 13:55:10.621165,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,49 122,9 300,9 200,"-1,08"
2026-09-04 13:55:10.621182,SICC,SICOR COTE D'IVOIRE,106,8 295,8 385,"7,50"
2026-09-04 13:55:10.621197,SIVC,ERIUM COTE D’IVOIRE,5 109,2 400,2 310,"-3,75"
2026-09-04 13:55:10.621213,SLBC,SOLIBRA COTE D'IVOIRE,3 149,37 990,37 500,"-1,29"
2026-09-04 13:55:10.621229,SMBC,SMB COTE D'IVOIRE,2 269,17 500,17 500,"1,16"
2026-09-04 13:55:10.621245,SNTS,SONATEL SENEGAL,5 431,38 000,38 500,"1,32"
2026-09-04 13:55:10.621279,SOGC,SOGB COTE D'IVOIRE,11 610,8 875,8 875,"0,00"
2026-09-04 13:55:10.621296,SPHC,SAPH COTE D'IVOIRE,4 818,10 200,10 300,"0,98"
2026-09-04 13:55:10.621313,STAC,SETAO COTE D'IVOIRE,2 754,2 680,2 645,"-1,67"
2026-09-04 13:55:10.621333,STBC,SITAB COTE D'IVOIRE,971,22 050,22 200,"0,89"
2026-09-04 13:55:10.621349,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,3 573,3 370,3 380,"0,90"
2026-09-04 13:55:10.621365,TTLS,TOTALENERGIES MARKETING SENEGAL,1 442,3 825,3 840,"-0,26"
2026-09-04 13:55:10.621381,UNLC,UNILEVER COTE D'IVOIRE,13,54 000,54 350,"0,65"
2026-09-04 13:55:10.621397,UNXC,UNIWAX COTE D'IVOIRE,8 957,2 420,2 430,"0,21"
