Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-07-17 18:58:19.007311,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,3 023,3 000,2 990,"1,36"
2026-07-17 18:58:19.007351,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,7 797,6 400,6 300,"-1,33"
2026-07-17 18:58:19.007372,BICC,BICI COTE D'IVOIRE,1 162,27 705,28 100,"1,43"
2026-07-17 18:58:19.007388,BNBC,BERNABE COTE D'IVOIRE,4 512,1 995,1 875,"0,00"
2026-07-17 18:58:19.007404,BOAB,BANK OF AFRICA BENIN,2 874,8 705,8 700,"-0,91"
2026-07-17 18:58:19.007419,BOABF,BANK OF AFRICA BURKINA FASO,3 467,7 255,7 200,"-0,76"
2026-07-17 18:58:19.007433,BOAC,BANK OF AFRICA COTE D'IVOIRE,1 647,9 720,9 745,"0,26"
2026-07-17 18:58:19.007446,BOAM,BANK OF AFRICA MALI,4 932,5 770,5 755,"-0,26"
2026-07-17 18:58:19.007459,BOAN,BANK OF AFRICA NIGER,6 615,5 460,5 350,"-0,83"
2026-07-17 18:58:19.007473,BOAS,BANK OF AFRICA SENEGAL,4 057,7 500,7 700,"4,05"
2026-07-17 18:58:19.007486,CABC,SICABLE COTE D'IVOIRE,2 482,3 700,3 650,"0,69"
2026-07-17 18:58:19.007502,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,744,29 000,28 490,"-5,03"
2026-07-17 18:58:19.007516,CFAC,CFAO MOTORS COTE D'IVOIRE,4 335,1 600,1 600,"1,27"
2026-07-17 18:58:19.007531,CIEC,CIE COTE D'IVOIRE,2 614,5 000,5 195,"5,91"
2026-07-17 18:58:19.007545,ECOC,ECOBANK COTE D'IVOIRE,1 404,16 000,16 000,"0,00"
2026-07-17 18:58:19.007558,ETIT,Ecobank Transnational Incorporated TOGO,1 662 045,68,68,"-6,85"
2026-07-17 18:58:19.007571,FTSC,FILTISAC COTE D'IVOIRE,7 223,2 000,1 990,"-0,25"
2026-07-17 18:58:19.007584,LNBB,LOTERIE NATIONALE DU BENIN,487,4 320,4 300,"-0,46"
2026-07-17 18:58:19.007597,NEIC,NEI-CEDA COTE D'IVOIRE,2 011,2 150,2 295,"6,74"
2026-07-17 18:58:19.007612,NSBC,NSIA BANQUE COTE D'IVOIRE,1 303,22 100,23 650,"7,50"
2026-07-17 18:58:19.007625,NTLC,NESTLE COTE D'IVOIRE,494,15 930,15 800,"-1,25"
2026-07-17 18:58:19.007638,ONTBF,ONATEL BURKINA FASO,2 113,2 695,2 675,"-0,74"
2026-07-17 18:58:19.007651,ORAC,ORANGE COTE D'IVOIRE,1 103,16 165,16 160,"-0,03"
2026-07-17 18:58:19.007664,ORGT,ORAGROUP TOGO,3 994,2 695,2 680,"0,00"
2026-07-17 18:58:19.007677,PALC,PALM COTE D'IVOIRE,587,8 600,8 690,"0,29"
2026-07-17 18:58:19.007691,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,664,4 500,4 500,"0,67"
2026-07-17 18:58:19.007704,SAFC,SAFCA COTE D'IVOIRE,1 293,4 400,4 295,"-2,39"
2026-07-17 18:58:19.007717,SCRC,SUCRIVOIRE COTE D'IVOIRE,5 978,3 900,3 705,"-5,48"
2026-07-17 18:58:19.007730,SDCC,SODE COTE D'IVOIRE,744,11 265,11 300,"0,36"
2026-07-17 18:58:19.007743,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,25 288,2 850,2 720,"0,37"
2026-07-17 18:58:19.007756,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,2 888,1 500,1 500,"0,00"
2026-07-17 18:58:19.007769,SGBC,SOCIETE GENERALE COTE D'IVOIRE,2 139,38 200,37 995,"0,00"
2026-07-17 18:58:19.007781,SHEC,VIVO ENERGY COTE D'IVOIRE,5 734,2 200,2 190,"-0,45"
2026-07-17 18:58:19.007794,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,23 204,8 650,8 760,"0,69"
2026-07-17 18:58:19.007807,SICC,SICOR COTE D'IVOIRE,200,4 995,5 300,"6,11"
2026-07-17 18:58:19.007820,SIVC,ERIUM COTE D’IVOIRE,16 842,2 170,2 400,"2,35"
2026-07-17 18:58:19.007833,SLBC,SOLIBRA COTE D'IVOIRE,148,40 995,39 155,"0,10"
2026-07-17 18:58:19.007859,SMBC,SMB COTE D'IVOIRE,3 584,15 905,15 195,"-3,83"
2026-07-17 18:58:19.007875,SNTS,SONATEL SENEGAL,1 944,32 000,32 000,"0,00"
2026-07-17 18:58:19.007889,SOGC,SOGB COTE D'IVOIRE,870,8 000,8 010,"0,12"
2026-07-17 18:58:19.007902,SPHC,SAPH COTE D'IVOIRE,309,7 400,7 500,"0,07"
2026-07-17 18:58:19.007915,STAC,SETAO COTE D'IVOIRE,5 823,3 200,3 185,"-0,31"
2026-07-17 18:58:19.007929,STBC,SITAB COTE D'IVOIRE,3 211,22 000,23 900,"7,49"
2026-07-17 18:58:19.007942,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,4 252,2 900,2 900,"0,00"
2026-07-17 18:58:19.007955,TTLS,TOTALENERGIES MARKETING SENEGAL,3 571,4 050,3 995,"-2,20"
2026-07-17 18:58:19.007968,UNLC,UNILEVER COTE D'IVOIRE,4,54 500,54 495,"-0,92"
2026-07-17 18:58:19.007981,UNXC,UNIWAX COTE D'IVOIRE,40 295,1 910,1 845,"3,65"
